region;probability;age M;daimeter km;webpage;longitude;latitude;height
Африка;Вероятный;< 542;3;http://labmpg.sscc.ru/a501.html;-7.312062;22.722547;0
Азия;Неустановленный;;5;http://labmpg.sscc.ru/a2896.html;134.0747452;45.7162481;0
Европа;Вероятный;05.1091!;0.2;http://labmpg.sscc.ru/a2985.html;30.468;50.618;0
Европа;Предполагаемый;;10;http://labmpg.sscc.ru/a1766.html;43.7901306;65.9176289;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a2443.html;33.3536;37.9882;0
Африка;Неустановленный;;~460;http://labmpg.sscc.ru/a1641.html;30;2.8;0
Африка;Вероятный;2100-2800;50;http://labmpg.sscc.ru/a582.html;13.6719704;0.9480425;0
Северная Америка;Вероятный;350;3;http://labmpg.sscc.ru/a122.html;-59.41803;50.825258;0
Северная Америка;Предполагаемый;0.0129;150;http://labmpg.sscc.ru/a1840.html;-105.7;29.7;0
AC;Предполагаемый;;2000;http://labmpg.sscc.ru/a1349.html;-90;25;0
Европа;Предполагаемый;;2.8;http://labmpg.sscc.ru/a725.html;28.17;62.95;0
Европа;Предполагаемый;-8213y;;http://labmpg.sscc.ru/a2236.html;17;59.5;0
Северная Америка;Вероятный;359;14;http://labmpg.sscc.ru/a963.html;-109.053942;76.624726;0
Северная Америка;Предполагаемый;359;10;http://labmpg.sscc.ru/a3028.html;-108.4996;76.7338;0
Северная Америка;Предполагаемый;-10.800y;;http://labmpg.sscc.ru/a2128.html;-75.510066;41.92535;0
Азия;Предполагаемый;1570.1.12!;0.00031;http://labmpg.sscc.ru/a2825.html;116.5;33.3;0
Европа;Предполагаемый;14.8;2.5;http://labmpg.sscc.ru/a726.html;11.626529;48.879916;0
Северная Америка;Вероятный;;4.6;http://labmpg.sscc.ru/a572.html;-66.648006;53.702266;0
Северная Америка;Вероятный;;4;http://labmpg.sscc.ru/a572.html;-67.124815;54.24097;0
Азия;Неустановленный;;;http://labmpg.sscc.ru/a1170.html;111.9;16;0
Северная Америка;Достоверный;< 0.01 (1130y -870y);0.213;http://labmpg.sscc.ru/a123.html;-64.046389;58.043139;0
Австралия;Предполагаемый;Turonian-Maastr;30;http://labmpg.sscc.ru/a727.html;114.5;-19.1;0
Северная Америка;Неустановленный;0.00286±0.00005;1.5;http://labmpg.sscc.ru/a471.html;-99.974352;41.457323;0
Антарктида;Предполагаемый;;;http://labmpg.sscc.ru/a1616.html;-72;-75;0
Антарктида;Предполагаемый;;;http://labmpg.sscc.ru/a2174.html;;;0
Южная Америка;Неустановленный;<20;1.3;http://labmpg.sscc.ru/a883.html;-68.588161;-44.475806;0
Южная Америка;Неустановленный;<20;0.9;http://labmpg.sscc.ru/a883.html;-68.602795;-44.47498;0
Южная Америка;Неустановленный;<20;0.7;http://labmpg.sscc.ru/a883.html;-68.593948;-44.484108;0
Южная Америка;Предполагаемый;;1;http://labmpg.sscc.ru/a1062.html;-71.559331;-49.530068;0
Южная Америка;Предполагаемый;<7;1.4;http://labmpg.sscc.ru/a919.html;-71.054671;-47.053943;0
Южная Америка;Предполагаемый;<7;0.3;http://labmpg.sscc.ru/a918.html;-70.795911;-46.985622;0
Африка;Предполагаемый;0.08;22;http://labmpg.sscc.ru/a997.html;14.2066956;-21.4124819;0
Африка;Вероятный;0.08;40;http://labmpg.sscc.ru/a2176.html;15.7042694;-21.617856;0
Северная Америка;Достоверный;0.056 Cl (0.0611±0.0048 Be/Al. 0.049±0.003);1.186;http://labmpg.sscc.ru/a124.html;-111.022301;35.027408;0
Северная Америка;Достоверный;0.049±0.003;0.11;http://labmpg.sscc.ru/a2122.html;-111.0261476;35.0145437;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1617.html;20.75;42.5;0
Центральная Америка;Предполагаемый;;1.3;http://labmpg.sscc.ru/a1592.html;-100.3992462;18.3923208;0
Центральная Америка;Неустановленный;;;http://labmpg.sscc.ru/a1984.html;-99.1;19.4;0
Азия;Неустановленный;;17;http://labmpg.sscc.ru/a2138.html;71.4;40.8;0
Европа;Неустановленный;;;http://labmpg.sscc.ru/a2444.html;5.12;50.73;0
Европа;Вероятный;;4.5;http://labmpg.sscc.ru/a729.html;14.550461;59.311363;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1458.html;-17;65.6;0
Северная Америка;Опровергнутый;;;http://labmpg.sscc.ru/a1950.html;-102.086209;32.007594;0
Северная Америка;Опровергнутый;;;http://labmpg.sscc.ru/a761.html;-102.1;31.5;0
Европа;Предполагаемый;275±15;90;http://labmpg.sscc.ru/a2566.html;-1.7657089;52.5530806;0
Северная Америка;Достоверный;<299 (<300);6;http://labmpg.sscc.ru/a60.html;-83.72326;36.618809;0
Европа;Предполагаемый;;2.4;http://labmpg.sscc.ru/a1619.html;6.4325;58.394417;0
Европа;Достоверный;520-480 (395±145. 500±20);5;http://labmpg.sscc.ru/a125.html;23.9;54.016667;0
Европа;Предполагаемый;;2;http://labmpg.sscc.ru/a1223.html;33.016776;61.716954;0
Европа;Предполагаемый;;2;http://labmpg.sscc.ru/a1223.html;32.66525;61.689784;0
;Предполагаемый;;;http://labmpg.sscc.ru/a984.html;;;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1035.html;120.285878;-26.376981;0
Европа;Достоверный;122.4±2.3 Ar (121±2.3. 118±3);9;http://labmpg.sscc.ru/a126.html;14.865646;56.418587;0
Северная Америка;Предполагаемый;< 600;3.1;http://labmpg.sscc.ru/a585.html;-87.683134;64.976483;0
Тихий океан;Неустановленный;11;;http://labmpg.sscc.ru/a3060.html;154.01634;22.9836;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1620.html;-1.603397;39.500966;0
Австралия;Предполагаемый;374.5-392;15;http://labmpg.sscc.ru/a728.html;146.084844;-21.116739;0
;Предполагаемый;;;http://labmpg.sscc.ru/a2844.html;;;0
Африка;Вероятный;2100-2800;90;http://labmpg.sscc.ru/a615.html;12.4136925;1.3514505;0
Европа;Предполагаемый;~70;;http://labmpg.sscc.ru/a2445.html;27.675195;53.827945;0
Европа;Предполагаемый;;500;http://labmpg.sscc.ru/a2461.html;26.18;55.3;0
Европа;Предполагаемый;;200;http://labmpg.sscc.ru/a2461.html;27.5;56.3;0
Европа;Предполагаемый;1200;50;http://labmpg.sscc.ru/a20.html;-6.044113;57.91793;0
Индийский океан;Предполагаемый;;;http://labmpg.sscc.ru/a1111.html;111.3;13.7;0
Северная Америка;Неустановленный;380;;http://labmpg.sscc.ru/a1625.html;;;0
Северная Америка;Вероятный;;2;http://labmpg.sscc.ru/a1144.html;-73.75;50.75;0
Северная Америка;Вероятный;;0.35;http://labmpg.sscc.ru/a2339.html;-73.752336;50.753397;0
Северная Америка;Достоверный;37.83±0.05 U–Pb (36.4. 38±4Ar);28;http://labmpg.sscc.ru/a127.html;-63.303998;55.883166;0
Северная Америка;Вероятный;;7.5;http://labmpg.sscc.ru/a573.html;-64.443142;54.585372;0
Северная Америка;Вероятный;2.4;105;http://labmpg.sscc.ru/a18.html;-87.034942;42.757263;0
Европа;Достоверный;< 360 (300±50);4;http://labmpg.sscc.ru/a128.html;28.089923;58.579126;0
Африка;Неустановленный;;1;http://labmpg.sscc.ru/a2725.html;-5.078516;33.4130306;0
Африка;Вероятный;;1.9;http://labmpg.sscc.ru/a375.html;3.11412;32.012488;0
Африка;Вероятный;;0.8;http://labmpg.sscc.ru/a375.html;3.115566;31.994983;0
Австралия;Неустановленный;неск.тыс.лет;;http://labmpg.sscc.ru/a2221.html;140.718;-38.055;0
Северная Америка;Предполагаемый;;6;http://labmpg.sscc.ru/a724.html;-94.09175;52.579372;0
Азия;Неустановленный;;70;http://labmpg.sscc.ru/a2861.html;139.897;53.87908;0
Африка;Неустановленный;;~450;http://labmpg.sscc.ru/a1639.html;44;2.5;0
Азия;Предполагаемый;;0.04;http://labmpg.sscc.ru/a269.html;108.4943;57.508133;0
Африка;Предполагаемый;;11;http://labmpg.sscc.ru/a1374.html;35.329741;-13.54065;0
Европа;Неустановленный;;;http://labmpg.sscc.ru/a1631.html;5.4;44.1;0
Азия;Предполагаемый;;35;http://labmpg.sscc.ru/a2646.html;110.853333;50.130278;0
Азия;Предполагаемый;;10;http://labmpg.sscc.ru/a2647.html;110.970659;49.93498;0
Азия;Предполагаемый;;12;http://labmpg.sscc.ru/a2648.html;111.2159729;49.7333562;0
Азия;Предполагаемый;;12;http://labmpg.sscc.ru/a2649.html;109.9163246;49.9843446;0
Азия;Предполагаемый;;12;http://labmpg.sscc.ru/a2650.html;108.798889;49.78925;0
Азия;Предполагаемый;;14;http://labmpg.sscc.ru/a2651.html;108.1922873;48.6768424;0
Азия;Предполагаемый;;16;http://labmpg.sscc.ru/a2652.html;107.3268009;48.7186541;0
Азия;Предполагаемый;;23;http://labmpg.sscc.ru/a2653.html;107.6508211;48.1807418;0
Азия;Предполагаемый;;7;http://labmpg.sscc.ru/a2654.html;108.1030655;48.0803727;0
Азия;Неустановленный;;5;http://labmpg.sscc.ru/a904.html;98.286515;46.208531;0
Азия;Неустановленный;;2;http://labmpg.sscc.ru/a904.html;98.277593;46.149738;0
Азия;Неустановленный;;1;http://labmpg.sscc.ru/a904.html;98.276191;46.159593;0
Азия;Неустановленный;;1;http://labmpg.sscc.ru/a906.html;98.2439;46.078643;0
Азия;Неустановленный;;11;http://labmpg.sscc.ru/a907.html;98.5526848;46.1644956;0
Азия;Неустановленный;;7;http://labmpg.sscc.ru/a902.html;98.613906;46.381568;0
Азия;Неустановленный;;6;http://labmpg.sscc.ru/a905.html;98.194782;46.640025;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1629.html;151.767986;-24.829042;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1627.html;5.004656;45.804738;0
Южная Америка;Предполагаемый;<1.8;0.4;http://labmpg.sscc.ru/a737.html;-68.661362;-27.733069;0
Северная Америка;Достоверный;51.1±1.6 Ar (49.9±2.1. 50.5±0.8Ar);45;http://labmpg.sscc.ru/a129.html;-64.22;42.88;0
Европа;Неустановленный;;4;http://labmpg.sscc.ru/a1985.html;3.122901;43.31989;0
Северная Америка;Предполагаемый;0.0129;;http://labmpg.sscc.ru/a1630.html;-110.05703;46.6496;0
Австралия;Предполагаемый;;0.0025;http://labmpg.sscc.ru/a2838.html;139.983;-29.4;0
Европа;Опровергнутый;;4.5;http://labmpg.sscc.ru/a423.html;11.468537;45.464;0
Северная Америка;Неустановленный;2006.11!;0.125;http://labmpg.sscc.ru/a2549.html;-107.79918;39.400185;0
Южная Америка;Достоверный;0.663±0.09 (U–Th)/He (0.1. <1);0.37;http://labmpg.sscc.ru/a329.html;-68.261717;-23.927945;0
Северная Америка;Вероятный;;0.009;http://labmpg.sscc.ru/a593.html;-105.005718;36.011348;0
Африка;Предполагаемый;;7.7;http://labmpg.sscc.ru/a2550.html;14.028827;10.943047;0
Европа;Предполагаемый;;20;http://labmpg.sscc.ru/a1172.html;-6.819647;41.492162;0
Европа;Достоверный;0.005 (<0.01);0.1;http://labmpg.sscc.ru/a130.html;16.896694;52.490306;0
Индийский океан;Предполагаемый;<2.6;13;http://labmpg.sscc.ru/a3021.html;70.14;-49.2;0
Северная Америка;Предполагаемый;;610;http://labmpg.sscc.ru/a2503.html;-73.21;61.57;0
Южная Америка;Опровергнутый;<0.01;0.6;http://labmpg.sscc.ru/a736.html;-69.5331674;-34.2461128;0
Африка;Достоверный;146.06±0.16 U-Pb (145.5±0.75);70;http://labmpg.sscc.ru/a131.html;23.914905;-26.438945;0
Южная Америка;Предполагаемый;мезопротерозой;234;http://labmpg.sscc.ru/a2371.html;-57.5755;-19.2112;0
Центральная Америка;Предполагаемый;;300;http://labmpg.sscc.ru/a730.html;-81.2;9.4;0
Антарктида;Предполагаемый;;;http://labmpg.sscc.ru/a1651.html;62.8;-67.5;0
Европа;Предполагаемый;;0.18;http://labmpg.sscc.ru/a2086.html;16.271304;63.638766;0
Европа;Неустановленный;;6;http://labmpg.sscc.ru/a1987.html;21.368929;60.304965;0
Европа;Предполагаемый;;38.2;http://labmpg.sscc.ru/a2694.html;47.4525481;61.7611046;0
Азия;Неустановленный;;;http://labmpg.sscc.ru/a1986.html;95.080194;22.01\1799;0
Африка;Предполагаемый;350;3.8;http://labmpg.sscc.ru/a454.html;19.888515;17.969493;0
Азия;Вероятный;~34.6-39.4;1.3;http://labmpg.sscc.ru/a1449.html;113.027023;71.34765;0
Африка;Предполагаемый;;14;http://labmpg.sscc.ru/a2087.html;-5.845194;31.736528;0
Африка;Предполагаемый;;126;http://labmpg.sscc.ru/a1376.html;27.84206;10.581426;0
Азия;Предполагаемый;;100;http://labmpg.sscc.ru/a2059.html;129.2;44.3;0
Австралия;Вероятный;105±3;17;http://labmpg.sscc.ru/a241.html;138.92;-27.87;0
Европа;Предполагаемый;0.0111;5.3;http://labmpg.sscc.ru/a731.html;14.211547;58.316845;0
Азия;Вероятный;0.001;0.1;http://labmpg.sscc.ru/a536.html;119.280997;52.231991;0
Азия;Вероятный;0.003 (< 1);0.08;http://labmpg.sscc.ru/a265.html;74.28259;38.094243;0
Австралия;Предполагаемый;;0.005;http://labmpg.sscc.ru/a2838.html;139.9;29.583;0
Азия;Предполагаемый;66.5;60;http://labmpg.sscc.ru/a542.html;102.12717;67.766248;0
Австралия;Предполагаемый;;6.5;http://labmpg.sscc.ru/a1377.html;150.2256;-32.415575;0
Азия;Предполагаемый;112 (100);2.5;http://labmpg.sscc.ru/a732.html;54.9189;18.1831;0
Азия;Предполагаемый;112 (100);1.5;http://labmpg.sscc.ru/a732.html;54.949947;18.172498;0
Северная Америка;Предполагаемый;503±2;1.45;http://labmpg.sscc.ru/a733.html;-81.800788;39.899462;0
Африка;Предполагаемый;;;http://labmpg.sscc.ru/a1108.html;23.903251;-17.802781;0
Африка;Неустановленный;;~350;http://labmpg.sscc.ru/a1642.html;39.55;-11.66;0
Европа;Достоверный;143.0±2 (142 125±161 2.6);39;http://labmpg.sscc.ru/a132.html;29.5092773;73.7604251;0
Азия;Предполагаемый;251;;http://labmpg.sscc.ru/a1621.html;105.21;30.013;0
Северная Америка;Достоверный;75.9±0.1 Ar (74.1 61±9 73.8±0.3);32;http://labmpg.sscc.ru/a133.html;-94.52;42.58;0
Австралия;Вероятный;545;2090;http://labmpg.sscc.ru/a944.html;131.0371166;-25.3455989;0
Северная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1622.html;-84.00744;35.69334;0
Северная Америка;Неустановленный;;;http://labmpg.sscc.ru/a1623.html;-71.593431;42.914914;0
Европа;Опровергнутый;<0.01;0.14;http://labmpg.sscc.ru/a2633.html;27.378389;60.962972;0
Европа;Предполагаемый;;40;http://labmpg.sscc.ru/a2763.html;27.1472168;54.718275;0
Азия;Неустановленный;;8;http://labmpg.sscc.ru/a2882.html;143.0234528;51.5271154;0
